order_date,order_id,product_name,category,quantity,unit_price,revenue,cost,customer_city
2025-11-26,UT-10311,Leather Jacket,Outerwear,1,8390,8390,6064,Sialkot
2025-11-26,UT-10312,Clearance Chappal,Footwear,2,610,1220,1322,Sialkot
2025-11-27,UT-10313,Classic Blue Shirt,Shirts,3,2380,7140,5880,Gujranwala
2025-11-27,UT-10314,Cotton Chinos,Trousers,1,2730,2730,1954,Multan
2025-11-27,UT-10315,Formal Dress Pants,Trousers,1,2990,2990,2101,Multan
2025-11-27,UT-10316,Clearance Chappal,Footwear,2,610,1220,1348,Faisalabad
2025-11-28,UT-10317,Classic Blue Shirt,Shirts,2,2420,4840,3930,Sialkot
2025-11-28,UT-10318,Checkered Casual Shirt,Shirts,2,2130,4260,3180,Faisalabad
2025-11-28,UT-10319,Slim Fit Jeans,Trousers,2,3130,6260,4674,Karachi
2025-11-28,UT-10320,Cotton Chinos,Trousers,2,2760,5520,4096,Multan
2025-11-28,UT-10321,Wool Blend Coat,Outerwear,1,8160,8160,5793,Multan
2025-11-28,UT-10322,Puffer Jacket,Outerwear,1,6060,6060,4390,Karachi
2025-11-28,UT-10323,Leather Loafers,Footwear,1,5530,5530,4001,Faisalabad
2025-11-29,UT-10324,Cotton Chinos,Trousers,2,2810,5620,3910,Sialkot
2025-11-29,UT-10325,Cotton Kurta,Kurtas,2,2030,4060,2852,Faisalabad
2025-11-29,UT-10326,Cotton Cap,Accessories,2,860,1720,1256,Lahore
2025-11-30,UT-10327,Classic Blue Shirt,Shirts,2,2360,4720,3720,Hyderabad
2025-11-30,UT-10328,Classic Blue Shirt,Shirts,2,2380,4760,3930,Gujranwala
2025-11-30,UT-10329,Leather Jacket,Outerwear,1,8700,8700,6441,Multan
2025-12-01,UT-10330,Slim Fit Jeans,Trousers,2,3140,6280,4630,Lahore
2025-12-02,UT-10331,White Formal Shirt,Shirts,1,2530,2530,1810,Rawalpindi
2025-12-02,UT-10332,Formal Dress Pants,Trousers,2,3040,6080,4466,Lahore
2025-12-02,UT-10333,Silk Dupatta,Accessories,3,4500,13500,6444,Multan
2025-12-03,UT-10334,Classic Blue Shirt,Shirts,3,2410,7230,6135,Peshawar
2025-12-03,UT-10335,Embroidered Kurta,Kurtas,1,3490,3490,2399,Hyderabad
2025-12-03,UT-10336,Puffer Jacket,Outerwear,1,6070,6070,4444,Multan
2025-12-03,UT-10337,Woolen Scarf,Accessories,2,950,1900,1350,Gujranwala
2025-12-03,UT-10338,Cotton Cap,Accessories,2,850,1700,1184,Sialkot
2025-12-04,UT-10339,Classic Blue Shirt,Shirts,2,2350,4700,3894,Gujranwala
2025-12-04,UT-10340,Wedding Sherwani Kurta,Kurtas,1,6400,6400,4342,Faisalabad
2025-12-04,UT-10341,Wool Blend Coat,Outerwear,1,8110,8110,5606,Lahore
2025-12-04,UT-10342,Cotton Cap,Accessories,2,860,1720,1232,Rawalpindi
2025-12-05,UT-10343,Checkered Casual Shirt,Shirts,2,2050,4100,3098,Rawalpindi
2025-12-05,UT-10344,Embroidered Kurta,Kurtas,2,3600,7200,4992,Sialkot
2025-12-05,UT-10345,Embroidered Kurta,Kurtas,1,3470,3470,2362,Sialkot
2025-12-05,UT-10346,Leather Belt,Accessories,2,1170,2340,1558,Faisalabad
2025-12-06,UT-10347,Slim Fit Jeans,Trousers,2,3270,6540,4868,Karachi
2025-12-06,UT-10348,Slim Fit Jeans,Trousers,2,3210,6420,4704,Sialkot
2025-12-06,UT-10349,Formal Dress Pants,Trousers,1,3030,3030,2210,Islamabad
2025-12-07,UT-10350,Slim Fit Jeans,Trousers,2,3190,6380,4754,Lahore
2025-12-07,UT-10351,Slim Fit Jeans,Trousers,2,3190,6380,4662,Rawalpindi
2025-12-07,UT-10352,Embroidered Kurta,Kurtas,1,3540,3540,2374,Sialkot
2025-12-07,UT-10353,Wool Blend Coat,Outerwear,1,7930,7930,5343,Islamabad
2025-12-07,UT-10354,Silk Dupatta,Accessories,2,4500,9000,4310,Islamabad
2025-12-08,UT-10355,Puffer Jacket,Outerwear,1,5860,5860,4287,Peshawar
2025-12-09,UT-10356,Cotton Kurta,Kurtas,2,2040,4080,2942,Faisalabad
2025-12-09,UT-10357,Wool Blend Coat,Outerwear,1,7920,7920,5636,Karachi
2025-12-09,UT-10358,Leather Jacket,Outerwear,1,8500,8500,6290,Multan
2025-12-10,UT-10359,Classic Blue Shirt,Shirts,2,2360,4720,3762,Peshawar
2025-12-10,UT-10360,Printed T-Shirt,Shirts,2,1470,2940,2086,Karachi
2025-12-10,UT-10361,Cotton Chinos,Trousers,2,2840,5680,4174,Peshawar
2025-12-11,UT-10362,Printed T-Shirt,Shirts,2,1470,2940,2118,Faisalabad
2025-12-11,UT-10363,Checkered Casual Shirt,Shirts,2,2150,4300,3040,Karachi
2025-12-11,UT-10364,Cotton Chinos,Trousers,2,2770,5540,4080,Sialkot
2025-12-11,UT-10365,Cotton Chinos,Trousers,2,2830,5660,4078,Islamabad
2025-12-11,UT-10366,Cotton Chinos,Trousers,2,2780,5560,4124,Lahore
2025-12-11,UT-10367,Formal Dress Pants,Trousers,1,3030,3030,2115,Islamabad
2025-12-11,UT-10368,Embroidered Kurta,Kurtas,2,3430,6860,4766,Rawalpindi
2025-12-11,UT-10369,Wool Blend Coat,Outerwear,1,7770,7770,5559,Multan
2025-12-11,UT-10370,Leather Jacket,Outerwear,1,8740,8740,6438,Islamabad
2025-12-11,UT-10371,Puffer Jacket,Outerwear,1,5850,5850,4329,Sialkot
2025-12-11,UT-10372,Puffer Jacket,Outerwear,1,5970,5970,4340,Sialkot
2025-12-11,UT-10373,Denim Jacket,Outerwear,1,4580,4580,3248,Karachi
2025-12-12,UT-10374,Classic Blue Shirt,Shirts,2,2410,4820,3956,Multan
2025-12-12,UT-10375,Leather Jacket,Outerwear,1,8530,8530,6087,Peshawar
2025-12-12,UT-10376,Clearance Chappal,Footwear,2,600,1200,1444,Multan
2025-12-13,UT-10377,Classic Blue Shirt,Shirts,3,2450,7350,6024,Karachi
2025-12-13,UT-10378,Checkered Casual Shirt,Shirts,2,2100,4200,3136,Hyderabad
2025-12-13,UT-10379,Wedding Sherwani Kurta,Kurtas,1,6590,6590,4309,Karachi
2025-12-13,UT-10380,Clearance Chappal,Footwear,2,610,1220,1448,Hyderabad
2025-12-14,UT-10381,Classic Blue Shirt,Shirts,2,2360,4720,3976,Rawalpindi
2025-12-14,UT-10382,Classic Blue Shirt,Shirts,2,2340,4680,3810,Rawalpindi
2025-12-14,UT-10383,Classic Blue Shirt,Shirts,2,2370,4740,3788,Peshawar
2025-12-14,UT-10384,Printed T-Shirt,Shirts,2,1500,3000,2196,Rawalpindi
2025-12-15,UT-10385,Formal Dress Pants,Trousers,2,3030,6060,4342,Islamabad
2025-12-15,UT-10386,Clearance Chappal,Footwear,2,580,1160,1356,Rawalpindi
2025-12-16,UT-10387,Classic Blue Shirt,Shirts,3,2360,7080,5718,Faisalabad
2025-12-16,UT-10388,White Formal Shirt,Shirts,2,2610,5220,3722,Lahore
2025-12-16,UT-10389,Checkered Casual Shirt,Shirts,2,2150,4300,3178,Gujranwala
2025-12-17,UT-10390,Checkered Casual Shirt,Shirts,2,2040,4080,2966,Multan
2025-12-17,UT-10391,Wedding Sherwani Kurta,Kurtas,1,6330,6330,4329,Peshawar
2025-12-17,UT-10392,Leather Belt,Accessories,2,1210,2420,1724,Islamabad
2025-12-18,UT-10393,Classic Blue Shirt,Shirts,2,2350,4700,3918,Islamabad
2025-12-18,UT-10394,Classic Blue Shirt,Shirts,2,2470,4940,4050,Peshawar
2025-12-18,UT-10395,Cotton Kurta,Kurtas,1,2020,2020,1497,Faisalabad
2025-12-18,UT-10396,Leather Jacket,Outerwear,1,8690,8690,6147,Karachi
2025-12-18,UT-10397,Woolen Scarf,Accessories,2,970,1940,1376,Karachi
2025-12-19,UT-10398,Wedding Sherwani Kurta,Kurtas,1,6570,6570,4292,Rawalpindi
2025-12-20,UT-10399,Cotton Chinos,Trousers,1,2820,2820,1984,Karachi
2025-12-20,UT-10400,Leather Jacket,Outerwear,1,8720,8720,6075,Sialkot
2025-12-21,UT-10401,Classic Blue Shirt,Shirts,3,2460,7380,6171,Lahore
2025-12-21,UT-10402,Embroidered Kurta,Kurtas,1,3510,3510,2461,Peshawar
2025-12-21,UT-10403,Wool Blend Coat,Outerwear,1,8040,8040,5829,Peshawar
2025-12-21,UT-10404,Denim Jacket,Outerwear,1,4400,4400,3260,Gujranwala
2025-12-21,UT-10405,Leather Loafers,Footwear,1,5540,5540,4007,Islamabad
2025-12-22,UT-10406,White Formal Shirt,Shirts,2,2540,5080,3548,Rawalpindi
2025-12-22,UT-10407,Slim Fit Jeans,Trousers,2,3120,6240,4762,Lahore
2025-12-22,UT-10408,Embroidered Kurta,Kurtas,2,3420,6840,4888,Faisalabad
2025-12-23,UT-10409,Embroidered Kurta,Kurtas,1,3520,3520,2346,Gujranwala
2025-12-23,UT-10410,Wedding Sherwani Kurta,Kurtas,1,6570,6570,4505,Rawalpindi
2025-12-23,UT-10411,Leather Loafers,Footwear,1,5450,5450,3996,Peshawar
2025-12-24,UT-10412,White Formal Shirt,Shirts,2,2540,5080,3600,Faisalabad
2025-12-24,UT-10413,Checkered Casual Shirt,Shirts,2,2120,4240,3064,Karachi
2025-12-24,UT-10414,Embroidered Kurta,Kurtas,2,3420,6840,4556,Hyderabad
2025-12-24,UT-10415,Leather Loafers,Footwear,1,5520,5520,4042,Multan
2025-12-25,UT-10416,Classic Blue Shirt,Shirts,3,2360,7080,5661,Peshawar
2025-12-25,UT-10417,White Formal Shirt,Shirts,2,2660,5320,3818,Hyderabad
2025-12-25,UT-10418,Formal Dress Pants,Trousers,1,2990,2990,2046,Hyderabad
2025-12-25,UT-10419,Denim Jacket,Outerwear,1,4390,4390,3173,Rawalpindi
2025-12-25,UT-10420,Silk Dupatta,Accessories,2,4580,9160,4370,Multan
2025-12-25,UT-10421,Leather Loafers,Footwear,1,5480,5480,4067,Multan
2025-12-26,UT-10422,Classic Blue Shirt,Shirts,3,2360,7080,5583,Hyderabad
2025-12-27,UT-10423,Wool Blend Coat,Outerwear,1,7810,7810,5399,Karachi
2025-12-27,UT-10424,Puffer Jacket,Outerwear,1,6150,6150,4547,Karachi
2025-12-27,UT-10425,Leather Loafers,Footwear,1,5640,5640,4074,Faisalabad
2025-12-28,UT-10426,Classic Blue Shirt,Shirts,2,2340,4680,3812,Lahore
2025-12-28,UT-10427,Slim Fit Jeans,Trousers,2,3130,6260,4784,Karachi
2025-12-28,UT-10428,Cotton Kurta,Kurtas,2,2020,4040,2926,Islamabad
2025-12-28,UT-10429,Cotton Kurta,Kurtas,2,2000,4000,2828,Hyderabad
2025-12-29,UT-10430,White Formal Shirt,Shirts,2,2530,5060,3772,Peshawar
2025-12-29,UT-10431,Formal Dress Pants,Trousers,1,2940,2940,2095,Sialkot
2025-12-29,UT-10432,Denim Jacket,Outerwear,1,4420,4420,3345,Lahore
2025-12-30,UT-10433,Slim Fit Jeans,Trousers,2,3120,6240,4478,Lahore
2025-12-30,UT-10434,Wedding Sherwani Kurta,Kurtas,1,6660,6660,4549,Sialkot
2025-12-30,UT-10435,Wool Blend Coat,Outerwear,1,8050,8050,5835,Islamabad
2025-12-30,UT-10436,Leather Loafers,Footwear,1,5380,5380,4044,Rawalpindi
2025-12-31,UT-10437,Cotton Kurta,Kurtas,2,1960,3920,2826,Lahore
2025-12-31,UT-10438,Denim Jacket,Outerwear,1,4370,4370,3209,Peshawar
2025-12-31,UT-10439,Woolen Scarf,Accessories,2,960,1920,1294,Karachi
2026-01-01,UT-10440,White Formal Shirt,Shirts,1,2630,2630,1857,Gujranwala
2026-01-01,UT-10441,White Formal Shirt,Shirts,2,2580,5160,3670,Hyderabad
2026-01-01,UT-10442,Slim Fit Jeans,Trousers,2,3210,6420,4636,Islamabad
2026-01-01,UT-10443,Cotton Kurta,Kurtas,2,1970,3940,2852,Peshawar
2026-01-01,UT-10444,Woolen Scarf,Accessories,2,920,1840,1326,Karachi
2026-01-02,UT-10445,Slim Fit Jeans,Trousers,2,3220,6440,4800,Peshawar
2026-01-02,UT-10446,Wool Blend Coat,Outerwear,1,8110,8110,5709,Peshawar
2026-01-03,UT-10447,Classic Blue Shirt,Shirts,3,2450,7350,5928,Karachi
2026-01-03,UT-10448,White Formal Shirt,Shirts,2,2610,5220,3894,Hyderabad
2026-01-03,UT-10449,Checkered Casual Shirt,Shirts,2,2100,4200,3108,Hyderabad
2026-01-03,UT-10450,Formal Dress Pants,Trousers,2,2910,5820,4166,Faisalabad
2026-01-04,UT-10451,Leather Loafers,Footwear,1,5660,5660,4096,Sialkot
2026-01-05,UT-10452,Slim Fit Jeans,Trousers,2,3200,6400,4792,Karachi
2026-01-05,UT-10453,Cotton Kurta,Kurtas,2,1950,3900,2874,Sialkot
2026-01-05,UT-10454,Cotton Cap,Accessories,2,850,1700,1220,Islamabad
2026-01-06,UT-10455,Cotton Chinos,Trousers,1,2770,2770,2025,Multan
2026-01-06,UT-10456,Leather Jacket,Outerwear,1,8680,8680,6230,Multan
2026-01-06,UT-10457,Puffer Jacket,Outerwear,1,6180,6180,4360,Faisalabad
2026-01-07,UT-10458,Embroidered Kurta,Kurtas,2,3570,7140,4978,Faisalabad
2026-01-07,UT-10459,Wedding Sherwani Kurta,Kurtas,1,6620,6620,4331,Gujranwala
2026-01-08,UT-10460,Printed T-Shirt,Shirts,2,1480,2960,2208,Lahore
2026-01-08,UT-10461,Embroidered Kurta,Kurtas,2,3590,7180,4778,Multan
2026-01-08,UT-10462,Cotton Kurta,Kurtas,2,2050,4100,2938,Gujranwala
2026-01-08,UT-10463,Wool Blend Coat,Outerwear,1,8210,8210,5650,Rawalpindi
2026-01-09,UT-10464,White Formal Shirt,Shirts,2,2630,5260,3720,Multan
2026-01-09,UT-10465,Checkered Casual Shirt,Shirts,2,2130,4260,3110,Lahore
2026-01-09,UT-10466,Checkered Casual Shirt,Shirts,2,2110,4220,3104,Lahore
2026-01-09,UT-10467,Cotton Chinos,Trousers,1,2770,2770,2022,Rawalpindi
2026-01-09,UT-10468,Wedding Sherwani Kurta,Kurtas,1,6620,6620,4367,Sialkot
2026-01-09,UT-10469,Leather Jacket,Outerwear,1,8660,8660,6421,Peshawar
2026-01-09,UT-10470,Woolen Scarf,Accessories,2,950,1900,1316,Multan
2026-01-10,UT-10471,Classic Blue Shirt,Shirts,2,2360,4720,3790,Islamabad
2026-01-11,UT-10472,Wool Blend Coat,Outerwear,1,8080,8080,5577,Gujranwala
2026-01-11,UT-10473,Woolen Scarf,Accessories,2,940,1880,1282,Islamabad
2026-01-12,UT-10474,Classic Blue Shirt,Shirts,2,2350,4700,3798,Multan
2026-01-12,UT-10475,Printed T-Shirt,Shirts,2,1470,2940,2158,Islamabad
2026-01-13,UT-10476,Puffer Jacket,Outerwear,1,6060,6060,4240,Islamabad
2026-01-14,UT-10477,Leather Belt,Accessories,2,1180,2360,1672,Lahore
2026-01-15,UT-10478,Classic Blue Shirt,Shirts,2,2400,4800,4006,Faisalabad
2026-01-15,UT-10479,Classic Blue Shirt,Shirts,2,2350,4700,3762,Multan
2026-01-15,UT-10480,Classic Blue Shirt,Shirts,3,2350,7050,5610,Hyderabad
2026-01-15,UT-10481,Denim Jacket,Outerwear,1,4600,4600,3306,Gujranwala
2026-01-16,UT-10482,Silk Dupatta,Accessories,2,4480,8960,4310,Gujranwala
2026-01-17,UT-10483,Checkered Casual Shirt,Shirts,2,2110,4220,3140,Peshawar
2026-01-17,UT-10484,Slim Fit Jeans,Trousers,2,3250,6500,4762,Islamabad
2026-01-17,UT-10485,Slim Fit Jeans,Trousers,2,3230,6460,4864,Sialkot
2026-01-17,UT-10486,Leather Jacket,Outerwear,1,8470,8470,5948,Multan
2026-01-18,UT-10487,Leather Jacket,Outerwear,1,8500,8500,6051,Peshawar
2026-01-18,UT-10488,Puffer Jacket,Outerwear,1,5860,5860,4338,Gujranwala
2026-01-18,UT-10489,Denim Jacket,Outerwear,1,4540,4540,3251,Faisalabad
2026-01-19,UT-10490,Cotton Chinos,Trousers,2,2820,5640,3906,Rawalpindi
2026-01-20,UT-10491,Clearance Chappal,Footwear,1,610,610,657,Gujranwala
2026-01-21,UT-10492,Puffer Jacket,Outerwear,1,5900,5900,4353,Hyderabad
2026-01-22,UT-10493,Wool Blend Coat,Outerwear,1,7980,7980,5491,Multan
2026-01-22,UT-10494,Clearance Chappal,Footwear,2,580,1160,1400,Lahore
2026-01-23,UT-10495,Cotton Chinos,Trousers,2,2870,5740,4158,Lahore
2026-01-23,UT-10496,Leather Belt,Accessories,2,1210,2420,1678,Peshawar
2026-01-24,UT-10497,Classic Blue Shirt,Shirts,2,2460,4920,3950,Rawalpindi
2026-01-24,UT-10498,Classic Blue Shirt,Shirts,2,2380,4760,3766,Sialkot
2026-01-24,UT-10499,White Formal Shirt,Shirts,2,2650,5300,3778,Faisalabad
2026-01-24,UT-10500,Slim Fit Jeans,Trousers,2,3230,6460,4848,Multan
2026-01-24,UT-10501,Leather Loafers,Footwear,1,5390,5390,3836,Rawalpindi
2026-01-24,UT-10502,Leather Loafers,Footwear,1,5410,5410,3859,Karachi
2026-01-25,UT-10503,Classic Blue Shirt,Shirts,3,2420,7260,5814,Multan
2026-01-26,UT-10504,Formal Dress Pants,Trousers,2,2980,5960,4340,Rawalpindi
2026-01-26,UT-10505,Formal Dress Pants,Trousers,1,3040,3040,2241,Multan
2026-01-26,UT-10506,Denim Jacket,Outerwear,1,4490,4490,3219,Karachi
2026-01-27,UT-10507,Formal Dress Pants,Trousers,1,2960,2960,2069,Islamabad
2026-01-27,UT-10508,Embroidered Kurta,Kurtas,2,3570,7140,5000,Karachi
2026-01-27,UT-10509,Wool Blend Coat,Outerwear,1,8150,8150,5551,Peshawar
2026-01-27,UT-10510,Puffer Jacket,Outerwear,1,6080,6080,4203,Hyderabad
2026-01-27,UT-10511,Clearance Chappal,Footwear,2,590,1180,1264,Hyderabad
2026-01-28,UT-10512,Embroidered Kurta,Kurtas,1,3400,3400,2423,Faisalabad
2026-01-29,UT-10513,Classic Blue Shirt,Shirts,2,2380,4760,3862,Islamabad
2026-01-29,UT-10514,Embroidered Kurta,Kurtas,1,3570,3570,2513,Rawalpindi
2026-01-30,UT-10515,Cotton Kurta,Kurtas,2,2020,4040,2856,Multan
2026-01-30,UT-10516,Silk Dupatta,Accessories,2,4550,9100,4536,Faisalabad
2026-01-31,UT-10517,Classic Blue Shirt,Shirts,3,2430,7290,5982,Karachi
2026-01-31,UT-10518,Embroidered Kurta,Kurtas,1,3410,3410,2328,Gujranwala
2026-01-31,UT-10519,Wedding Sherwani Kurta,Kurtas,1,6430,6430,4411,Rawalpindi
2026-01-31,UT-10520,Leather Loafers,Footwear,1,5400,5400,3984,Sialkot
